created_at,entry_id,field1,field2,field3,latitude,longitude,elevation,status
2026-02-28T16:37:53+00:00,95,21.266,1517,Rain-Normal,,,,
2026-02-28T16:38:10+00:00,96,34.55725,1434,Rain-Normal,,,,
2026-02-28T16:38:29+00:00,97,68.1541,1577,Rain-Normal,,,,
2026-02-28T16:38:47+00:00,98,103.3802,1616,Rain-Normal,,,,
2026-02-28T16:39:05+00:00,99,104.958,1126,Rain-Normal,,,,
2026-02-28T16:39:23+00:00,100,157.00826,2416,Normal,,,,
2026-02-28T16:39:41+00:00,101,40.0624,1527,Rain-Normal,,,,
2026-02-28T16:39:59+00:00,102,39.6165,1727,Rain-Normal,,,,
2026-02-28T16:40:18+00:00,103,23.44405,2352,Normal,,,,
2026-02-28T16:40:36+00:00,104,42.6349,2464,Normal,,,,
2026-02-28T16:40:54+00:00,105,43.09795,2550,Normal,,,,
2026-02-28T16:41:12+00:00,106,45.12165,2615,Normal,,,,
2026-02-28T16:41:30+00:00,107,43.2866,2376,Normal,,,,
2026-02-28T16:41:49+00:00,108,42.6349,3530,Normal,,,,
2026-02-28T16:42:06+00:00,109,123.7887,3854,Normal,,,,
2026-02-28T16:42:24+00:00,110,123.66865,4095,Normal,,,,
2026-02-28T16:42:42+00:00,111,10.3929,1860,WARNING,,,,
2026-02-28T16:43:00+00:00,112,4.54475,1883,ALERT,,,,
2026-02-28T16:43:18+00:00,113,5.81385,1906,ALERT,,,,
2026-02-28T16:43:37+00:00,114,10.3929,1925,WARNING,,,,
2026-02-28T16:43:54+00:00,115,10.3929,1805,WARNING,,,,
2026-02-28T16:44:13+00:00,116,16.4297,1814,WARNING,,,,
2026-02-28T16:44:31+00:00,117,9.0552,1664,ALERT,,,,
2026-02-28T16:44:49+00:00,118,9.38105,1815,ALERT,,,,
2026-02-28T16:46:11+00:00,119,16.10385,2160,Normal,,,,
2026-02-28T16:46:29+00:00,120,132.5009,2496,Normal,,,,
2026-02-28T16:46:47+00:00,121,43.1151,2553,Normal,,,,
2026-02-28T16:47:05+00:00,122,45.73905,2608,Normal,,,,
2026-02-28T16:47:23+00:00,123,47.31685,2653,Normal,,,,
2026-02-28T16:47:41+00:00,124,31.91615,2737,Normal,,,,
2026-02-28T16:47:59+00:00,125,37.74715,2771,Normal,,,,
2026-02-28T16:48:17+00:00,126,35.07175,2823,Normal,,,,
2026-02-28T16:48:35+00:00,127,33.7512,2874,Normal,,,,
2026-02-28T16:48:53+00:00,128,43.4924,2781,Normal,,,,
2026-02-28T16:49:11+00:00,129,43.6982,2931,Normal,,,,
2026-02-28T16:49:29+00:00,130,159.6665,2944,Normal,,,,
2026-02-28T16:49:47+00:00,131,163.73105,2861,Normal,,,,
2026-02-28T16:50:05+00:00,132,119.6041,2933,Normal,,,,
2026-02-28T16:50:23+00:00,133,121.23335,2996,Normal,,,,
2026-02-28T16:50:41+00:00,134,121.26765,3049,Normal,,,,
2026-02-28T16:50:59+00:00,135,36.13505,3113,Normal,,,,
2026-02-28T16:51:17+00:00,136,31.12725,3110,Normal,,,,
2026-02-28T16:51:34+00:00,137,32.9623,3190,Normal,,,,
2026-02-28T16:51:53+00:00,138,32.4478,3231,Normal,,,,
2026-02-28T16:52:10+00:00,139,30.0811,3271,Normal,,,,
2026-02-28T16:52:29+00:00,140,135.1077,1589,Rain-Normal,,,,
2026-02-28T16:52:47+00:00,141,36.13505,1850,Rain-Normal,,,,
2026-02-28T16:53:04+00:00,142,33.4768,1861,Rain-Normal,,,,
2026-02-28T16:53:22+00:00,143,16.10385,1826,WARNING,,,,
2026-02-28T16:53:40+00:00,144,42.61775,1872,Rain-Normal,,,,
2026-02-28T16:53:59+00:00,145,10.0499,1866,WARNING,,,,
2026-02-28T16:54:16+00:00,146,29.8067,1851,Rain-Normal,,,,
2026-02-28T16:54:34+00:00,147,23.44405,1873,Rain-Normal,,,,
2026-02-28T16:54:52+00:00,148,24.3187,1840,Rain-Normal,,,,
2026-02-28T16:55:10+00:00,149,100.92775,1829,Rain-Normal,,,,
2026-02-28T16:55:28+00:00,150,96.40015,1866,Rain-Normal,,,,
2026-02-28T16:56:05+00:00,151,2.9498,1933,ALERT,,,,
2026-02-28T16:56:23+00:00,152,2.31525,1958,ALERT,,,,
2026-02-28T16:56:41+00:00,153,2.2981,1969,ALERT,,,,
2026-02-28T16:56:59+00:00,154,122.22805,1919,Rain-Normal,,,,
2026-02-28T16:57:17+00:00,155,27.52575,1927,Rain-Normal,,,,
2026-02-28T16:57:35+00:00,156,27.52575,1934,Rain-Normal,,,,
2026-02-28T16:57:53+00:00,157,27.5429,1955,Rain-Normal,,,,
2026-02-28T16:58:11+00:00,158,27.8173,1982,Rain-Normal,,,,
2026-02-28T16:58:29+00:00,159,27.8173,1950,Rain-Normal,,,,
2026-02-28T16:58:47+00:00,160,8.3692,1515,ALERT,,,,
2026-02-28T16:59:05+00:00,161,7.4088,1665,ALERT,,,,
2026-02-28T16:59:23+00:00,162,8.3692,1765,ALERT,,,,
2026-02-28T16:59:41+00:00,163,8.35205,1741,ALERT,,,,
2026-02-28T16:59:59+00:00,164,28.41755,1635,Rain-Normal,,,,
2026-02-28T17:00:16+00:00,165,135.84515,1450,Rain-Normal,,,,
2026-02-28T17:00:35+00:00,166,135.89661,1799,Rain-Normal,,,,
2026-02-28T17:00:52+00:00,167,135.4164,2432,Normal,,,,
2026-02-28T17:01:10+00:00,168,135.46785,2591,Normal,,,,
2026-02-28T17:01:28+00:00,169,135.00481,2710,Normal,,,,
2026-02-28T17:01:47+00:00,170,3.58435,2896,Normal,,,,
2026-02-28T17:02:05+00:00,171,134.16444,3005,Normal,,,,
2026-02-28T17:02:23+00:00,172,134.2159,3082,Normal,,,,
2026-02-28T17:02:41+00:00,173,134.5932,3219,Normal,,,,
2026-02-28T17:02:59+00:00,174,134.5246,3444,Normal,,,,
2026-02-28T17:03:17+00:00,175,7.7175,3342,Normal,,,,
2026-02-28T17:03:35+00:00,176,4.2189,3424,Normal,,,,
2026-02-28T17:03:53+00:00,177,134.4903,3510,Normal,,,,
2026-02-28T17:04:11+00:00,178,105.8155,3531,Normal,,,,
2026-02-28T17:04:28+00:00,179,104.97515,2559,Normal,,,,
2026-02-28T17:04:46+00:00,180,1.6807,1974,ALERT,,,,
2026-02-28T17:05:04+00:00,181,105.83265,2026,Normal,,,,
2026-02-28T17:05:22+00:00,182,4.85345,2007,Normal,,,,
2026-02-28T17:05:40+00:00,183,10.3929,1998,WARNING,,,,
2026-02-28T17:05:59+00:00,184,3.2585,2010,Normal,,,,
2026-02-28T17:06:16+00:00,185,2.9498,1958,ALERT,,,,
2026-02-28T17:06:34+00:00,186,105.07805,1987,Rain-Normal,,,,
2026-02-28T17:06:52+00:00,187,104.615,2416,Normal,,,,
2026-02-28T17:07:10+00:00,188,104.1691,2535,Normal,,,,
2026-02-28T17:07:28+00:00,189,105.00945,2719,Normal,,,,
2026-02-28T17:07:47+00:00,190,105.0266,2940,Normal,,,,
2026-02-28T17:08:04+00:00,191,105.86695,2999,Normal,,,,
2026-02-28T17:08:22+00:00,192,6.77425,3143,Normal,,,,
2026-02-28T17:08:40+00:00,193,2.9498,3211,Normal,,,,
2026-02-28T17:08:58+00:00,194,137.49155,3270,Normal,,,,
2026-02-28T17:09:16+00:00,195,138.79495,1888,Rain-Normal,,,,
2026-02-28T17:09:33+00:00,196,137.90315,1951,Rain-Normal,,,,
2026-02-28T17:09:52+00:00,197,139.6353,1968,Rain-Normal,,,,
2026-02-28T17:10:09+00:00,198,138.33189,1977,Rain-Normal,,,,
2026-02-28T17:10:27+00:00,199,137.86885,1987,Rain-Normal,,,,
2026-02-28T17:10:45+00:00,200,138.31474,2003,Normal,,,,
2026-02-28T17:11:03+00:00,201,137.49155,2010,Normal,,,,
2026-02-28T17:11:21+00:00,202,138.34904,2018,Normal,,,,
2026-02-28T17:11:38+00:00,203,137.49155,2044,Normal,,,,
2026-02-28T17:11:56+00:00,204,138.33189,2096,Normal,,,,
2026-02-28T17:12:14+00:00,205,138.76065,2070,Normal,,,,
2026-02-28T17:12:32+00:00,206,138.7778,2097,Normal,,,,
2026-02-28T17:12:50+00:00,207,138.33189,2113,Normal,,,,
2026-02-28T17:13:08+00:00,208,137.886,2101,Normal,,,,
2026-02-28T17:13:25+00:00,209,137.9203,2090,Normal,,,,
2026-02-28T17:13:43+00:00,210,137.86885,2093,Normal,,,,
2026-02-28T17:14:01+00:00,211,138.7435,2109,Normal,,,,
2026-02-28T17:14:18+00:00,212,6.4484,2069,Normal,,,,
2026-02-28T17:14:36+00:00,213,2.31525,2107,Normal,,,,
2026-02-28T17:14:54+00:00,214,1.9894,2099,Normal,,,,
2026-02-28T17:15:12+00:00,215,137.5087,2143,Normal,,,,
2026-02-28T17:15:30+00:00,216,2.9498,2089,Normal,,,,
2026-02-28T17:15:48+00:00,217,137.01135,1613,Rain-Normal,,,,
2026-02-28T17:16:06+00:00,218,137.0285,2832,Normal,,,,
2026-02-28T17:16:24+00:00,219,137.40581,4095,Normal,,,,
2026-02-28T17:16:42+00:00,220,136.94275,4095,Normal,,,,
2026-02-28T17:17:00+00:00,221,2.9498,4095,Normal,,,,
